name,loc,style,size,price,foc
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,13
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 148.74,210,145
新加坡城  ,"119.579326656,32.4121187687", 2室1厅 , 88.06,125,3
吉顺家园  ,"122.820367047,43.7312859337", 2室1厅 , 80.97,97,2
华润幸福里  ,"117.254399446,31.8331221292", 3室2厅 , 119.33,265,1
万科城二期  ,"113.00333237,28.2514411629", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"112.927401527,28.1453877265", 4室2厅 , 161.76,280,19
万科城二期  ,"113.00333237,28.2514411629", 3室1厅 , 161.45,262,17
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"117.111819593,36.6905235852", 2室2厅 , 113.6,175,33
中海国际社区一期  ,"118.918720567,32.0347325148", 3室2厅 , 130,190,121
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
半岛公馆  ,"113.266135853,23.1169528055", 4室2厅 , 268,365,1
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
中海国际社区一期  ,"118.918720567,32.0347325148", 2室2厅 , 85.33,145,10
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科城一期  ,"114.073597324,22.6509735751", 2室1厅 , 94,158,21
中海国际社区三期学府  ,"112.925662939,28.1425514055", 3室2厅 , 131.01,230,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
